"Channel ID","Channel Label","Well ID","Well Label","Compound ID","Compound Name","Experiment","Dose [pM]","Dose Label","Start timestamp [µs]","Duration [µs]","Spike Count","Spike Frequency [Hz]"
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",232553800,78000,10,115.385
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",236269400,115100,8,60.817
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",236417200,49000,5,81.633
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",239984500,64500,4,46.512
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",240112300,37000,5,108.108
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",244628200,25600,4,117.188
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",248659100,70200,7,85.47
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",252600300,65700,5,60.883
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",256344400,32700,5,122.324
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",260407900,59300,5,67.454
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",268166900,33400,5,119.76
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",268228500,33500,5,119.403
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",268305000,62400,5,64.103
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",280708700,144200,13,83.218
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",284691900,35700,4,84.034
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",288613000,55500,5,72.072
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",288712000,54100,4,55.453
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",292686600,81000,5,49.383
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",292798300,31300,4,95.847
"78","31","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",296678700,47800,4,62.762
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",2342400,242300,42,169.212
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",6193000,224900,36,155.625
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",6448000,43800,4,68.493
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",9732600,298700,42,137.261
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",13574900,210900,36,165.955
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",17264700,254000,44,169.291
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",20835300,335400,45,131.187
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",24724700,284400,41,140.647
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",28451700,302200,50,162.144
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",32257700,227100,37,158.52
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",36336900,257800,42,159.038
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",40206200,231200,38,160.035
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",40474700,31300,7,191.693
"74","12","3","A4","Hippocampus","","20230522_Hippocampus_pMEA_001","0","Control",43841100,51200,5,78.125
